id,is_active,branch_code,branch_name,enterprise_code,enterprise_inn,enterprise_name
19,1,104,Qo‘qon signalizatsiya va aloqa distantsiyasi (ShCh-4),1.29,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
20,1,105,Qo‘qon elektr taminot distantsiyasi (ECh-3),1.3,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
21,1,106,Oltiariq vagonlarni bug‘lab yuvish korxonasi (VChN-3),1.31,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
22,1,107,"""Qo‘qon"" mintaqaviy temir yo‘l uzelining ""Andijon"" filiali",1.32,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
23,1,108,Andijon temir yo‘l masofasi (PCh-7),1.33,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
24,1,,Quqon qurilish tamir uchastkasi (RSU),1.34,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
25,1,110,Qamchiq temir yo‘l masofasi (PCh-3),1.35,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
26,1,149,164-son Qo‘qon temir yo‘l mashina bekati (PMS-164),1.35999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
27,1,111,"""Buxoro mintakaviy temir yo‘l uzeli"" filiali (RJU Buxoro, MTU )",1.36,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
28,1,112,Buxoro lokomotiv deposi (TCh-6),1.37999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
29,1,113,Buxoro temir yo‘l masofasi (PCh-10),1.38999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
30,1,114,Buxoro signalizatsiya va aloqa distantsiyasi (ShCh-7),1.39999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
31,1,115,Buxoro elektr taminot distantsiyasi (ECh-4),1.40999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
32,1,116,Qorovulbozor stantsiyasi (DS Karaulbazar),1.41999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
33,1,117,Samarqand elektr taminot distantsiyasi (ECh-8),1.42999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
34,1,118,Samarqand signalizatsiya va aloqa distantsiyasi (ShCh-5),1.43999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
35,1,119,Samarqand temir yo‘l masofasi (PCh-8),1.44999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
36,1,120,Tinchlik lokomotiv deposi (TCh-5),1.45999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
37,1,121,Uchquduq temir yo‘l masofasi (PCh-9),1.46999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
38,1,122,Ziyovuddin temir yo‘l masofasi (PCh-11),1.47999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
39,1,123,Navoiy signalizatsiya va aloqa distantsiyasi (ShCh-6),1.48999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
40,1,150,Buxoro temir yo‘l mashinalarini tamirlash ustaxonasi (PDM),1.49999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
41,1,151,17-son Buxoro temir yo‘l mashina bekati (PMS-17),1.50999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
42,1,124,"""Ko‘ngirot mintakaviy temir yo‘l uzeli"" UK (RJU-4, MTU)",1.51,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
43,1,125,Ko‘ngirot lokomotiv deposi (TCh-7),1.52999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
44,1,126,Ko‘ngirot temir yo‘l masofasi (PCh-25),1.53999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
45,1,127,Qo‘ng‘irot signalizatsiya va aloqa distantsiyasi (ShCh-11),1.54999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
46,1,128,Ko‘ngirot elektr taminot distantsiyasi (ECh-10),1.55999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
47,1,129,Ko‘ngirot temir yo‘l masofasi (PCh-26),1.56999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
48,1,130,Urgench lokomotiv deposi (TCh-10),1.57999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
49,1,131,Urgench temir yo‘l masofasi (PCh-18),1.58999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
50,1,132,Urgench signalizatsiya va aloka distantsiyasi (ShCh-10),1.59999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
51,1,133,Miskin elektr taminot distantsiyasi (ECh-9),1.60999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
52,1,152,279-son Ko‘ngirot temir yo‘l mashina bekati (PMS-279),1.61999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
53,1,135,"""Karshi mintakaviy temir yo‘l uzeli"" filiali (RJU Karshi, MTU)",1.62,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
54,1,136,Qarshi lokomotiv deposi (TCh-8),1.63999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
55,1,72,Qarshi temir yo‘l masofasi (PCh-12),1.64999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
56,1,139,Qarshi signalizatsiya va aloqa distantsiyasi (ShCh-8),1.65999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
57,1,140,Qarshi elektr taminot distantsiyasi (ECh-5),1.66999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
58,1,141,Qashqadaryo temir yo‘l masofasi (PCh-14),1.67999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
59,1,153,214-son Tanxoz temir yo‘l mashina bekati (PMS-214),1.68999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
60,1,142,"""Termiz mintakaviy temir yo‘l uzeli"" filiali (RJU Termiz, MTU)",1.69,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
61,1,143,Termiz signalizatsiya va aloka distantsiyasi (ShCh-9),1.70999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
62,1,144,Termiz lokomotiv deposi (TCh-9),1.71999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
63,1,145,Termiz temir yo‘l masofasi (PCh-13),1.72999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
64,1,146,Darband temir yo‘l masofasi (PCh-15),1.73999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
65,1,147,Termiz elektr taminot distantsiyasi (ECh-7),1.74999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
66,1,154,166-son Xayrobod temir yo‘l mashina bekati (PMS-166),1.75999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
67,1,74,Qorlitog‘ temiryul masofasi (PCh-16),1.76999999999999,310920400,"""TEMIRYO‘LINFRATUZILMA"" AJ (""Temiryo‘linfratuzilma"" AJ)"
68,1,8,"""O`zbekiston"" lokomotiv deposi  (O‘zbekiston lokomotiv deposi , Lokomotivnoe depo Uzbekistan ,TCh-1)",1.78,311323145,"""TEMIR YO‘L INFRA TUZILMA"" MCHJ (Temiryulinfratuzilma MChJ)"
69,1,9,Xarbiylashtirilgan qo`riqlash boshqarmasi (Xarbiylashtirilgan kuriklash boshkarmasi VOXR),1.79,311323145,"""TEMIR YO‘L INFRA TUZILMA"" MCHJ (Temiryulinfratuzilma MChJ)"
70,1,10,"""TEMIR YO‘L INFRA TUZILMA"" MCHJ BOShKARMASI (Temiryulinfratuzilma MChJ)Boshkarmasi",1.8,311323145,"""TEMIR YO‘L INFRA TUZILMA"" MCHJ (Temiryulinfratuzilma MChJ)"
71,1,186,"""VAGON XO`JALIGI"" BOSHQARMASI (VAGON XO‘JALIGI BOShQARMASI)",2.11,201051951,"""O`ZBEKISTON TEMIR YO`LLARI"" AJ"
72,1,187,"""VAGON XO`JALIGI"" BOSHQARMASI TOSHKENT VAGON DEPOSI (Toshkent vagon deposi , VChD-1)",2.12,201051951,O`ZBEKISTON TEMIR YO`LLARI AJ
73,1,185,"""VAGON XO`JALIGI"" BOSHQARMASI Buxoro vagon deposi (VChD-7) INN 203791101",2.13,201051951,O`ZBEKISTON TEMIR YO`LLARI AJ
74,1,184,"""VAGON XO`JALIGI"" BOSHQARMASI Termiz vagon deposi (VChD-16) INN 207108914",2.14,201051951,O`ZBEKISTON TEMIR YO`LLARI AJ
75,1,183,"""VAGON XO`JALIGI"" BOSHQARMASI Qo‘ng‘irot vagon deposi (VChD-14) INN 207112879",2.15,201051951,O`ZBEKISTON TEMIR YO`LLARI AJ
76,1,182,"""VAGON XO`JALIGI"" BOSHQARMASI Qarshi vagon deposi (VChD-8) INN 207228701",2.16,201051951,O`ZBEKISTON TEMIR YO`LLARI AJ
77,1,181,"""VAGON XO`JALIGI"" BOSHQARMASI Qo‘qon vagon deposi (VChD-4) INN 200127777",2.17,201051951,O`ZBEKISTON TEMIR YO`LLARI AJ
78,1,3,"""O`ZVAGONTA`MIR"" AJ",3.11,203661294,"""O`ZVAGONTA`MIR"" AJ"
79,1,3,VChD-3 Xavast (Xovos vagon deposi),3.12,203661294,"""O`ZVAGONTA`MIR"" AJ"
80,1,2,VChD-6 Samarkand (Samarkand vagon deposi),3.13,203661294,"""O`ZVAGONTA`MIR"" AJ"
81,1,1,VChD-5 Andijon (Andijon vagon deposi),3.14,203661294,"""O`ZVAGONTA`MIR"" AJ"
82,1,141,Jizzax TexPD,4.11,201051951,O`ZBEKISTON TEMIR YO`LLARI AJ
83,1,140,Samarkand TexPD,4.12,201051951,O`ZBEKISTON TEMIR YO`LLARI AJ
84,1,139,Termiz TexPD,4.13,201051951,O`ZBEKISTON TEMIR YO`LLARI AJ
85,1,138,Andijon TexPD,4.14,201051951,O`ZBEKISTON TEMIR YO`LLARI AJ
86,1,137,Qarshi TexPD,4.15,201051951,O`ZBEKISTON TEMIR YO`LLARI AJ
87,1,136,Qo‘ng‘irot TexPD,4.16,201051951,O`ZBEKISTON TEMIR YO`LLARI AJ
88,1,135,Urgench TexPD,4.17,201051951,O`ZBEKISTON TEMIR YO`LLARI AJ
89,1,134,Buxoro TexPD,4.18,201051951,O`ZBEKISTON TEMIR YO`LLARI AJ
90,1,133,Qo‘qon TexPD,4.19,201051951,O`ZBEKISTON TEMIR YO`LLARI AJ
91,1,132,Toshkent TexPD,4.2,201051951,O`ZBEKISTON TEMIR YO`LLARI AJ
92,1,170,"""TEMIRYO`LTA`MIN"" BOSHQARMASI",4.21,201051951,"""O`ZBEKISTON TEMIR YO`LLARI"" AJ"
93,1,207,"TEMIRYO'LYONILG'ITA'MIN BOSHQARMASI (INN: 201053688) (TEMIRYULYoNILGITAMIN, OTSP)",5.11,201051951,"""O`ZBEKISTON TEMIR YO`LLARI"" AJ"
94,1,208,Toshkent Birlashgan Yonilg‘i Ombor Xo‘jaligi  (INN: 201053688) OTSP,5.12,201051951,"""O`ZBEKISTON TEMIR YO`LLARI"" AJ"
95,1,209,Qo‘qon Birlashgan Yonilg‘i Ombor Xo‘jaligi  (INN: 203783507) OTSP,5.13,201051951,"""O`ZBEKISTON TEMIR YO`LLARI"" AJ"
96,1,210,Qarshi Birlashgan Yonilg‘i Ombor Xo‘jaligi  (INN: 207240546) OTSP,5.14,201051951,"""O`ZBEKISTON TEMIR YO`LLARI"" AJ"
97,1,211,Buxoro Birlashgan Yonilg‘i Ombor Xo‘jaligi  (INN: 203791125) OTSP,5.15,201051951,"""O`ZBEKISTON TEMIR YO`LLARI"" AJ"
98,1,212,Miskin Birlashgan Yonilg‘i Ombor Xo‘jaligi  (INN: 200364831) OTSP,5.16,201051951,"""O`ZBEKISTON TEMIR YO`LLARI"" AJ"
99,1,213,Samarkand Birlashgan Yonilg‘i Ombor Xo‘jaligi  (INN: 203769704) OTSP,5.17,201051951,"""O`ZBEKISTON TEMIR YO`LLARI"" AJ"
100,1,214,Termiz Yonilg‘i Ko‘mir Xo‘jaligi  (INN: 207290065) OTSP,5.18,201051951,"""O`ZBEKISTON TEMIR YO`LLARI"" AJ"
101,1,37,"AXBOROT-TAXLIL MEDIA MARKAZI AJ ""O‘TY"" INN 207295589",5.19,201051951,"""O`ZBEKISTON TEMIR YO`LLARI"" AJ"
102,1,18,O`ZTEMIRYO`LHISOB markazi daromadlarni hisobga olish bo`limi (Uzjeldorraschyot),5.2,201051951,O`ZBEKISTON TEMIR YO`LLARI AJ
103,1,34,O`ZTEMIRYO`LHISOB MARKAZI (buxgalteriya) (STIR 203776206)(Uzjeldorrasschyot),5.21,201051951,"""O`ZBEKISTON TEMIR YO`LLARI"" AJ"
104,1,35,"ISHLARNI BOSHQARISH DIREKTSIYASI ""O`TY"" AJ (STIR 201053878) (DOK UDN)",5.22,201051951,"""O`ZBEKISTON TEMIR YO`LLARI"" AJ"
105,1,35,"ISHLARNI BOSHQARISH DIREKTSIYASI ""O`TY"" AJ (STIR 201053878) Iktisodiy taxlil va prognoz",5.23,201051951,"""O`ZBEKISTON TEMIR YO`LLARI"" AJ"
106,1,36,AXBOROT HISOBLASH MARKAZI (STIR 201053767) IVTs,5.24,201051951,"""O`ZBEKISTON TEMIR YO`LLARI"" AJ"
107,1,3,KAPITAL QURILISH DIREKSIYASI (STIR 202342708) (Kapital kurilish direktsiyasi NOKS),5.25,201051951,"""O`ZBEKISTON TEMIR YO`LLARI"" AJ"
108,1,168,Mahsus direktsiya (STIR 207166922) (Maxsus direktsiya),5.26,201051951,"""O`ZBEKISTON TEMIR YO`LLARI"" AJ"
109,1,21,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ ( O‘ztemiryulovchi, Uzjeldorpass)",6.11,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
110,1,20,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ (Apparat)( O‘ztemiryulovchi, Uzjeldorpass)",6.12,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
111,1,19,Tashishni Tashkil etish bo‘limi,6.13,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
112,1,18,Yul xujjatlarini rasmiylashtirish agentligi,6.14,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
113,1,17,TEZYURAR YO‘NALISHLARDA YO‘LOVCHILARGA XIZMAT KO‘RSATISH FILIALI (TEZYuRAR YULANIShLARDA YULOVChILARGA XIZMAT KO‘RSATISh FILIALI),6.15,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
114,1,15,SURXANDARYo FILIALI,6.16,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
115,1,14,QARShI FILIALI,6.17,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
116,1,13,ANDIJON YULOVChI VAGONLARGA TEXNIK XIZMAT QO‘RSATISh MARKAZI,6.18,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
117,1,12,TOSHKENT MARKAZIY VOKZAL FILIALI (TOShKENT MARKAZIY VOKZAL FILIALI),6.19,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
118,1,11,SAMARKAND FILIALI,6.2,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
119,1,10,TOSHKENT YO`LOVCHI TASHISHNI TASHKIL ETISH FILIALI (TOShKENT YULOVChI TAShIShNI TAShKIL ETISh FILIALI),6.21,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
120,1,9,FARG`ONA FILIALI (FARG‘ONA FILIALI),6.22,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
121,1,8,OROL BO`YI FILIALI (OROL FILIALI),6.23,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
122,1,7,XALQARO YO‘NALISHLARDA YO‘LOVCHILARGA XIZMAT KO‘RSATISH FILIALI  (LMS),6.24,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
123,1,6,XORAZM FILIALI,6.25,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
124,1,5,MAHALLIY YO‘NALISHLARDA YO‘LOVCHILARGA XIZMAT KO‘RSATISH FILIALI (LVS),6.26,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
125,1,4,"BINO,INShOOT VA JIXOZLARNI TAMINLASh DIREKTsIYaSI",6.27,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
126,1,3,YO`LOVCHI VAGONLARINI REYSGA TEXNIK VA TEXNOLOGIK TAYYORLASH FILIALI (VChD-2),6.28,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
127,1,2,BUXORO FILIALI,6.29,202472894,"""O`ZTEMIRYO`LYO`LOVCHI"" AJ"
128,1,,"TEMIRYL VOKZALLARI MChJ  (Tashkent tsentralnyy,Karsh,Jizzax)",7.11,310916396,TEMIR YO‘L VOKZALLARI MCHJ
129,1,,"""14-SON RELS PAYVANDLASH POEZDI"" MCHJ (14-RSP)",7.12,200846104,"""14-SON RELS PAYVANDLASH POEZDI"" MCHJ"
130,1,,"""QUYUV-MEXANIKA ZAVODI"" AJ (QUYuV MEXANIKA ZAVODI ,LMZ ,KMZ)",7.13,200663396,"""QUYUV-MEXANIKA ZAVODI"" AJ"
131,1,,"""TOSHKENT YO`LOVCHI VAGONLARINI QURISH VA TA`MIRLASH ZAVODI"" AJ (TVRZ TYVKTZ)",7.14,203507673,"""TOSHKENT YO`LOVCHI VAGONLARINI QURISH VA TA`MIRLASH ZAVODI"" AJ"
132,1,,"""SHURTAN GAZ KIMYO MAJMUASI"" MCHJ",7.15,203195074,"""SHURTAN GAZ KIMYO MAJMUASI"" MCHJ"
133,1,,"""1-SON ENERGOMONTAJ POEZDI"" MCHJ (EP-1)",7.16,200796057,"""1-SON ENERGOMONTAJ POEZDI"" MCHJ"
134,1,1,"""TOSHKENT MEXANIKA ZAVODI"" AJ (TOShKENT MEXANIKA ZAVODI,TMZ)",7.17,200837470,"""TOSHKENT MEXANIKA ZAVODI"" AJ"
135,1,,"""TEMIRYO‘LKARGO"" AJ (TEMIRYULKARGO)",7.18,311101414,"""TEMIRYO‘LKARGO"" AJ"
136,1,,"""TEMIRYO‘LEKSPRESS"" AJ (TEMIRYULEKSPRESS)",7.19,310921201,"""TEMIRYO‘LEKSPRESS"" AJ"
137,1,,"""O‘ZTEMIRYO‘LKONTEYNER"" AJ (Uztemiryulkonteyner)",7.2,203607858,"""O‘ZTEMIRYO‘LKONTEYNER"" AJ"
138,1,,"""O`ZTEMIRYO`LMASHTA`MIR"" AJ (TRZ Uztemiryulmashtamir)",7.21,201051864,"""O`ZTEMIRYO`LMASHTA`MIR"" AJ"
139,1,,"""1-SON QURILISH-MONTAJ POYEZDI"" MCHJ (1-QURILISh MONTAJ POEZDI)",7.22,200849210,"""1-SON QURILISH-MONTAJ POYEZDI"" MCHJ"
140,1,,UGAM-CHOTQOL DAVLAT BIOSFERA REZERVATI UK (Ugam chotkol davlat biosfera rezervati UK),7.23,304641964,UGAM-CHOTQOL DAVLAT BIOSFERA REZERVATI UK
141,1,,"SOGDIANA TRANS MCHJ (""Sogdiana trans""MChJ)",7.24,207109366,SOGDIANA TRANS MCHJ
142,1,,O‘ZTEMIRYO‘LEKSPEDITSIYA MCHJ,7.25,201534405,"""O‘ZTEMIRYO‘LEKSPEDITSIYA"" MCHJ"
143,1,,"MChJ ""Eyvalek Technolgy""",7.26,,"MChJ ""Eyvalek Technolgy"""
144,1,,"MChJ ""TOShTEMIRYULLOYXA""",7.27,,"MChJ ""TOShTEMIRYULLOYXA"""
145,1,,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM) APPARAT",8.11,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
146,1,,MARKAZIY KLINIK KASALXONA,8.12,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
147,1,,YUL BOLALAR KASALXONASI,8.13,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
148,1,,QO‘QON TEMIR YUL ShIFOXONASI,8.14,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
149,1,,ANDIJON TEMIR YUL ShIFOXONASI,8.15,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
150,1,,SAMARKAND TEMIR YUL ShIFOXONASI,8.16,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
151,1,,BUXORO TEMIR YUL ShIFOXONASI,8.17,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
152,1,,QARShI TEMIR YUL ShIFOXONASI,8.18,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
153,1,,TERMIZ TEMIR YUL ShIFOXONASI,8.19,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
154,1,,URGANCh TEMIR YUL ShIFOXONASI,8.2,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
155,1,,QO‘NG‘IROT TEMIR YUL ShIFOXONASI,8.21,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
